user_id,total_spend_virtual,total_no_purchases_virtual,first_gold_spend_date_virtual,last_gold_spend_date_virtual,number_of_purchase_days_virtual,preferred_product_virtual,average_spend_per_purchase_virtual
299065,178,2,2024-04-19,2024-04-24,2,Boost,89.0
299067,22,2,2024-03-12,2024-03-13,2,Weapon,11.0
299068,5,1,2024-03-09,2024-03-09,1,Weapon,5.0
299069,23,1,2024-03-05,2024-03-05,1,Weapon,23.0
299070,54,4,2024-03-29,2024-04-04,4,Weapon,13.5
299072,84,4,2024-04-16,2024-05-01,4,Weapon,21.0
299074,540,1,2024-03-28,2024-03-28,1,Weapon,540.0
299076,115,2,2024-04-04,2024-04-07,2,Weapon,57.5
299077,26,3,2024-04-22,2024-04-24,3,Weapon,8.67
299078,14,3,2024-03-31,2024-04-18,3,Weapon,4.67
299080,30,1,2024-04-06,2024-04-06,1,Weapon,30.0
299081,93,4,2024-04-16,2024-04-19,4,Weapon,23.25
299085,10,1,2024-03-07,2024-03-07,1,Weapon,10.0
299086,549,1,2024-03-17,2024-03-17,1,Boost,549.0
299087,68,2,2024-04-01,2024-04-03,2,Weapon,34.0
299088,147,6,2024-03-04,2024-03-17,6,Weapon,24.5
299090,799,3,2024-03-06,2024-04-19,3,Boost,266.33
299092,124,4,2024-03-22,2024-03-26,4,Weapon,31.0
299093,23,2,2024-04-17,2024-04-18,2,Weapon,11.5
299097,51,4,2024-03-15,2024-03-19,4,Weapon,12.75
299101,75,1,2024-04-18,2024-04-18,1,Weapon,75.0
299102,70,3,2024-04-07,2024-04-29,3,Weapon,23.33
299103,226,5,2024-03-14,2024-04-30,5,Weapon,45.2
299104,80,3,2024-03-25,2024-03-29,3,Weapon,26.67
299106,99,3,2024-03-28,2024-04-03,3,Weapon,33.0
299109,34,1,2024-03-09,2024-03-09,1,Weapon,34.0
299110,5,1,2024-03-10,2024-03-10,1,Weapon,5.0
299111,90,2,2024-03-27,2024-03-28,2,Weapon,45.0
299113,9,1,2024-03-01,2024-03-01,1,Boost,9.0
299114,141,10,2024-03-07,2024-04-29,9,Weapon,14.1
299115,45,2,2024-03-18,2024-03-25,2,Weapon,22.5
299117,30,3,2024-04-05,2024-04-07,3,Weapon,10.0
299118,80,3,2024-03-21,2024-04-16,3,Weapon,26.67
299120,99,4,2024-03-25,2024-04-05,4,Weapon,24.75
299121,602,6,2024-03-04,2024-04-12,6,Boost,100.33
299122,83,5,2024-03-04,2024-03-19,4,Weapon,16.6
299125,35,2,2024-03-12,2024-03-17,2,Weapon,17.5
299126,15,1,2024-04-22,2024-04-22,1,Weapon,15.0
299127,96,2,2024-03-08,2024-03-09,2,Weapon,48.0
299128,188,7,2024-04-02,2024-04-18,7,Weapon,26.86
299129,44,3,2024-03-31,2024-04-05,3,Weapon,14.67
299130,14,2,2024-04-10,2024-04-15,2,Weapon,7.0
299132,32,3,2024-03-15,2024-03-17,3,Weapon,10.67
299133,99,1,2024-04-13,2024-04-13,1,Weapon,99.0
299135,5,1,2024-04-01,2024-04-01,1,Weapon,5.0
299138,5,1,2024-03-26,2024-03-26,1,Weapon,5.0
299141,10,2,2024-04-10,2024-04-11,2,Weapon,5.0
299142,171,4,2024-03-01,2024-03-17,4,Weapon,42.75
299146,279,7,2024-03-02,2024-03-24,7,Weapon,39.86
299147,523,5,2024-03-17,2024-03-20,4,Weapon,104.6
299149,51,3,2024-03-24,2024-03-29,3,Weapon,17.0
299150,52,1,2024-03-31,2024-03-31,1,Weapon,52.0
299152,5,1,2024-03-05,2024-03-05,1,Weapon,5.0
299153,54,3,2024-03-18,2024-03-20,3,Weapon,18.0
299155,23,3,2024-03-02,2024-03-05,3,Weapon,7.67
299156,25,1,2024-03-06,2024-03-06,1,Weapon,25.0
299157,40,2,2024-03-09,2024-03-11,2,Weapon,20.0
299158,1000,1,2024-04-02,2024-04-02,1,Weapon,1000.0
299159,69,2,2024-03-11,2024-03-12,2,Weapon,34.5
299160,45,2,2024-03-03,2024-03-05,2,Weapon,22.5
299163,99,3,2024-03-05,2024-03-08,3,Weapon,33.0
299164,151,5,2024-03-20,2024-03-26,5,Weapon,30.2
299165,42,2,2024-03-23,2024-03-26,2,Weapon,21.0
299166,49,4,2024-03-02,2024-04-09,4,Weapon,12.25
299169,10,1,2024-03-05,2024-03-05,1,Weapon,10.0
299170,262,4,2024-03-03,2024-04-21,4,Boost,65.5
299171,298,11,2024-03-03,2024-04-15,10,Weapon,27.09
299172,138,3,2024-03-07,2024-04-10,3,Weapon,46.0
299173,59,4,2024-04-17,2024-04-22,4,Weapon,14.75
299174,51,2,2024-03-27,2024-04-14,2,Weapon,25.5
299175,54,2,2024-03-17,2024-03-24,2,Boost,27.0
299176,59,3,2024-03-02,2024-03-11,3,Weapon,19.67
299177,46,3,2024-03-30,2024-04-03,3,Weapon,15.33
299178,25,1,2024-03-08,2024-03-08,1,Weapon,25.0
299179,47,3,2024-04-11,2024-04-21,3,Weapon,15.67
299181,164,4,2024-03-03,2024-03-10,4,Weapon,41.0
299183,38,1,2024-03-13,2024-03-13,1,Weapon,38.0
299184,85,4,2024-04-08,2024-04-23,4,Weapon,21.25
299185,193,5,2024-04-14,2024-04-25,5,Weapon,38.6
299186,30,1,2024-03-12,2024-03-12,1,Weapon,30.0
299187,113,4,2024-03-12,2024-03-26,4,Weapon,28.25
299189,18,2,2024-03-01,2024-03-08,2,Weapon,9.0
299193,140,4,2024-03-03,2024-03-23,4,Weapon,35.0
299195,25,1,2024-03-15,2024-03-15,1,Weapon,25.0
299199,28,4,2024-04-19,2024-04-24,4,Weapon,7.0
299201,50,2,2024-03-26,2024-03-27,2,Weapon,25.0
299202,100,1,2024-03-30,2024-03-30,1,Boost,100.0
299203,53,2,2024-03-19,2024-03-29,2,Weapon,26.5
299204,5,1,2024-03-10,2024-03-10,1,Weapon,5.0
299205,2,1,2024-03-20,2024-03-20,1,Boost,2.0
299207,752,2,2024-03-01,2024-03-01,1,Boost,376.0
299209,70,3,2024-03-31,2024-04-02,3,Weapon,23.33
299211,1354,3,2024-03-24,2024-03-26,3,Weapon,451.33
299213,110,5,2024-04-15,2024-04-30,5,Weapon,22.0
299215,84,2,2024-04-12,2024-04-16,2,Weapon,42.0
299216,53,2,2024-03-09,2024-03-10,2,Weapon,26.5
299217,105,3,2024-04-05,2024-05-01,3,Weapon,35.0
299221,62,3,2024-04-14,2024-04-17,3,Weapon,20.67
299223,15,2,2024-03-03,2024-03-03,1,Boost,7.5
299226,16,2,2024-03-22,2024-03-25,2,Weapon,8.0
299229,74,4,2024-04-02,2024-04-06,4,Weapon,18.5
299230,24,2,2024-04-09,2024-04-10,2,Weapon,12.0
299231,95,2,2024-03-22,2024-03-23,2,Weapon,47.5
299234,56,2,2024-04-07,2024-04-11,2,Weapon,28.0
299235,10,1,2024-04-12,2024-04-12,1,Weapon,10.0
299237,377,6,2024-03-02,2024-04-11,6,Weapon,62.83
299238,95,3,2024-04-08,2024-04-27,3,Weapon,31.67
299239,61,2,2024-03-09,2024-03-10,2,Weapon,30.5
299242,134,2,2024-03-10,2024-03-31,2,Weapon,67.0
299245,1034,31,2024-03-07,2024-05-01,29,Weapon,33.35
299246,213,12,2024-03-01,2024-03-11,9,Weapon,17.75
299247,78,4,2024-03-01,2024-03-15,4,Weapon,19.5
299248,5,1,2024-03-04,2024-03-04,1,Weapon,5.0
299249,53,1,2024-03-08,2024-03-08,1,Weapon,53.0
299250,117,8,2024-03-29,2024-04-28,8,Weapon,14.62
299251,580,1,2024-04-09,2024-04-09,1,Boost,580.0
299252,45,4,2024-03-06,2024-03-20,4,Weapon,11.25
299253,28,2,2024-03-07,2024-03-13,2,Weapon,14.0
299258,51,2,2024-03-12,2024-04-18,2,Boost,25.5
299259,213,4,2024-04-12,2024-04-29,4,Weapon,53.25
299260,70,3,2024-03-07,2024-04-20,3,Weapon,23.33
299261,35,2,2024-04-02,2024-04-04,2,Weapon,17.5
299267,12,3,2024-03-02,2024-03-28,3,Weapon,4.0
299269,141,4,2024-04-13,2024-04-19,4,Weapon,35.25
299270,21784,60,2024-03-04,2024-05-01,41,Weapon,363.07
299273,117,3,2024-03-17,2024-03-19,3,Weapon,39.0
299275,9,2,2024-04-20,2024-04-26,2,Weapon,4.5
299278,40,2,2024-04-10,2024-04-21,2,Weapon,20.0
299279,363,15,2024-03-29,2024-04-25,15,Weapon,24.2
299281,49,2,2024-04-04,2024-04-16,2,Weapon,24.5
299283,92,8,2024-04-14,2024-04-29,8,Weapon,11.5
299284,108,3,2024-03-19,2024-03-22,3,Weapon,36.0
299285,429,3,2024-04-02,2024-04-03,2,Weapon,143.0
299286,1,1,2024-04-08,2024-04-08,1,Weapon,1.0
299288,50,3,2024-03-15,2024-03-17,3,Weapon,16.67
299290,611,4,2024-03-10,2024-04-08,4,Boost,152.75
299292,21,2,2024-03-22,2024-03-25,2,Weapon,10.5
299293,5,1,2024-03-16,2024-03-16,1,Weapon,5.0
299294,32,3,2024-03-01,2024-04-03,3,Weapon,10.67
299295,68,8,2024-03-25,2024-04-24,8,Weapon,8.5
299297,36,2,2024-04-12,2024-04-17,2,Weapon,18.0
299298,6546,10,2024-04-04,2024-04-08,5,Weapon,654.6
299299,13,1,2024-03-14,2024-03-14,1,Weapon,13.0
299302,6351,4,2024-04-01,2024-04-08,3,Gear,1587.75
299304,83,5,2024-03-20,2024-03-24,5,Weapon,16.6
299306,36,2,2024-03-23,2024-03-24,2,Weapon,18.0
299307,82,4,2024-04-16,2024-04-22,4,Weapon,20.5
299308,93,3,2024-04-12,2024-04-18,3,Weapon,31.0
299309,20,2,2024-04-12,2024-04-14,2,Weapon,10.0
299313,96,5,2024-04-13,2024-04-17,5,Weapon,19.2
299314,173,10,2024-03-04,2024-04-20,8,Weapon,17.3
299316,92,6,2024-03-18,2024-04-05,6,Weapon,15.33
299319,182,13,2024-03-01,2024-04-12,13,Weapon,14.0
299320,71,2,2024-03-05,2024-03-07,2,Weapon,35.5
299322,28,1,2024-04-02,2024-04-02,1,Boost,28.0
299325,77,4,2024-03-19,2024-03-26,4,Weapon,19.25
299329,133,7,2024-03-05,2024-03-20,6,Weapon,19.0
299331,45,3,2024-03-08,2024-03-15,3,Weapon,15.0
299332,125,4,2024-03-14,2024-03-17,4,Weapon,31.25
299336,33,3,2024-04-05,2024-04-07,3,Weapon,11.0
299337,74,4,2024-03-20,2024-03-26,4,Weapon,18.5
299338,89,2,2024-04-05,2024-04-07,2,Weapon,44.5
299343,73,1,2024-04-20,2024-04-20,1,Weapon,73.0
299344,158,5,2024-04-16,2024-04-26,5,Weapon,31.6
299345,51,4,2024-03-17,2024-03-20,4,Weapon,12.75
299346,15,2,2024-03-21,2024-03-22,2,Weapon,7.5
299347,10,1,2024-03-21,2024-03-21,1,Weapon,10.0
299349,70,4,2024-03-11,2024-03-15,4,Weapon,17.5
299350,89,1,2024-03-14,2024-03-14,1,Weapon,89.0
299351,145,6,2024-03-12,2024-04-12,6,Weapon,24.17
299352,50,2,2024-03-16,2024-03-20,2,Weapon,25.0
299353,199,6,2024-03-12,2024-03-22,6,Weapon,33.17
299356,69,2,2024-03-17,2024-03-18,2,Weapon,34.5
299357,13,1,2024-04-17,2024-04-17,1,Weapon,13.0
299359,200,1,2024-04-30,2024-04-30,1,Boost,200.0
299360,15,1,2024-04-03,2024-04-03,1,Weapon,15.0
299362,10,1,2024-03-19,2024-03-19,1,Weapon,10.0
299364,112,3,2024-03-26,2024-04-08,3,Weapon,37.33
299367,663,18,2024-03-21,2024-04-27,16,Weapon,36.83
299369,103,3,2024-03-27,2024-03-30,3,Weapon,34.33
299370,33,2,2024-03-28,2024-04-25,2,Weapon,16.5
299372,89,2,2024-03-28,2024-03-29,2,Weapon,44.5
299373,102,4,2024-03-21,2024-03-31,4,Weapon,25.5
299374,161,5,2024-04-21,2024-04-26,5,Weapon,32.2
299375,3894,21,2024-03-01,2024-04-28,18,Weapon,185.43
299376,128,5,2024-03-03,2024-03-25,5,Weapon,25.6
299377,175,8,2024-03-25,2024-04-01,8,Weapon,21.88
299378,21,1,2024-03-03,2024-03-03,1,Weapon,21.0
299380,99,1,2024-04-20,2024-04-20,1,Boost,99.0
299383,56,4,2024-03-24,2024-04-17,4,Weapon,14.0
299384,252,7,2024-03-01,2024-04-17,6,Weapon,36.0
299385,93,2,2024-03-23,2024-03-24,2,Weapon,46.5
299386,148,2,2024-04-14,2024-04-15,2,Boost,74.0
299388,394,4,2024-03-07,2024-03-18,4,Boost,98.5
299392,156,4,2024-04-10,2024-04-18,4,Weapon,39.0
299395,5,1,2024-03-30,2024-03-30,1,Weapon,5.0
299398,599,2,2024-04-19,2024-04-21,2,Boost,299.5
299399,202,8,2024-03-18,2024-04-12,8,Weapon,25.25
299400,69,3,2024-03-14,2024-03-16,3,Weapon,23.0
299401,135,7,2024-03-06,2024-03-25,7,Weapon,19.29
299404,22,2,2024-03-19,2024-03-20,2,Weapon,11.0
299405,5,1,2024-03-23,2024-03-23,1,Weapon,5.0
299406,138,8,2024-03-15,2024-04-18,8,Weapon,17.25
299407,24,2,2024-03-02,2024-03-03,2,Weapon,12.0
299410,148,5,2024-03-14,2024-03-24,5,Weapon,29.6
299411,60,2,2024-04-05,2024-04-06,2,Weapon,30.0
299414,48,4,2024-04-06,2024-04-17,4,Weapon,12.0
299415,36,3,2024-03-28,2024-04-04,3,Weapon,12.0
299416,149,4,2024-03-08,2024-03-16,4,Weapon,37.25
299420,171,7,2024-03-02,2024-04-13,6,Weapon,24.43
299421,70,2,2024-04-23,2024-04-26,2,Weapon,35.0
299422,146,6,2024-03-17,2024-03-28,6,Weapon,24.33
299424,76,3,2024-03-11,2024-03-23,3,Weapon,25.33
299427,12068,39,2024-03-06,2024-05-01,34,Boost,309.44
299430,41,2,2024-03-18,2024-03-23,2,Weapon,20.5
299431,155,6,2024-03-17,2024-03-26,6,Weapon,25.83
299432,40,1,2024-04-09,2024-04-09,1,Weapon,40.0
299433,15,2,2024-03-12,2024-03-14,2,Weapon,7.5
299436,62,5,2024-03-09,2024-03-19,5,Boost,12.4
299437,20,2,2024-03-20,2024-03-22,2,Weapon,10.0
299439,39,2,2024-04-01,2024-04-17,2,Weapon,19.5
299440,43,2,2024-04-21,2024-04-22,2,Weapon,21.5
299441,71,5,2024-03-25,2024-04-03,5,Weapon,14.2
299443,71,5,2024-04-04,2024-04-15,5,Weapon,14.2
299445,1500,2,2024-03-15,2024-03-16,2,Weapon,750.0
299448,99,1,2024-03-28,2024-03-28,1,Weapon,99.0
299449,46,2,2024-03-13,2024-03-15,2,Weapon,23.0
299453,104,2,2024-03-11,2024-03-17,2,Boost,52.0
299455,100,1,2024-03-04,2024-03-04,1,Boost,100.0
299457,51,3,2024-03-26,2024-04-08,3,Weapon,17.0
299458,247,6,2024-04-06,2024-04-21,5,Weapon,41.17
299460,1071,7,2024-03-22,2024-04-28,6,Boost,153.0
299463,80,3,2024-04-10,2024-04-13,3,Weapon,26.67
299464,86,2,2024-04-21,2024-04-22,2,Weapon,43.0
299470,169,6,2024-04-07,2024-04-18,6,Weapon,28.17
299473,113,5,2024-03-01,2024-03-04,4,Weapon,22.6
299475,55,2,2024-03-17,2024-04-01,2,Weapon,27.5
299477,336,6,2024-03-07,2024-04-06,5,Weapon,56.0
299478,15,1,2024-03-16,2024-03-16,1,Weapon,15.0
299481,56,3,2024-04-07,2024-04-10,3,Weapon,18.67
299483,6550,9,2024-03-27,2024-04-27,6,Weapon,727.78
299484,1270,5,2024-03-06,2024-04-23,5,Weapon,254.0
299486,19,2,2024-04-07,2024-04-22,2,Weapon,9.5
299488,131,7,2024-03-14,2024-03-28,7,Weapon,18.71
299491,53,1,2024-03-04,2024-03-04,1,Weapon,53.0
299492,9,1,2024-03-08,2024-03-08,1,Weapon,9.0
299494,34,1,2024-04-26,2024-04-26,1,Weapon,34.0
299496,1491,6,2024-03-25,2024-04-26,5,Weapon,248.5
299498,10,2,2024-04-24,2024-05-01,2,Weapon,5.0
299499,157,5,2024-03-07,2024-04-20,5,Weapon,31.4
299500,75,2,2024-04-10,2024-04-11,2,Weapon,37.5
299503,73,4,2024-03-12,2024-03-19,4,Weapon,18.25
299504,10,1,2024-03-27,2024-03-27,1,Weapon,10.0
299505,39,1,2024-03-27,2024-03-27,1,Weapon,39.0
299506,600,2,2024-04-06,2024-04-26,2,Boost,300.0
299507,46,3,2024-03-04,2024-03-09,3,Weapon,15.33
299508,295,11,2024-03-12,2024-04-05,10,Weapon,26.82
299509,100,1,2024-03-02,2024-03-02,1,Boost,100.0
299510,100,1,2024-04-06,2024-04-06,1,Boost,100.0
299511,118,3,2024-04-05,2024-04-07,3,Weapon,39.33
299512,230,10,2024-04-14,2024-05-01,8,Weapon,23.0
299513,105,1,2024-04-16,2024-04-16,1,Weapon,105.0
299519,23,2,2024-03-21,2024-03-29,2,Weapon,11.5
299520,10,1,2024-03-30,2024-03-30,1,Weapon,10.0
299521,1000,9,2024-03-31,2024-04-26,9,Boost,111.11
299522,15,1,2024-03-19,2024-03-19,1,Weapon,15.0
299526,34,2,2024-03-12,2024-03-20,2,Weapon,17.0
299527,51565,55,2024-03-01,2024-04-21,34,Boost,937.55
299529,35,3,2024-03-01,2024-03-03,3,Weapon,11.67
299530,100,1,2024-04-23,2024-04-23,1,Boost,100.0
299531,215,3,2024-04-07,2024-04-30,3,Weapon,71.67
299532,97,1,2024-03-14,2024-03-14,1,Weapon,97.0
299533,35,2,2024-03-03,2024-03-04,2,Weapon,17.5
299535,18,1,2024-04-04,2024-04-04,1,Weapon,18.0
299536,46,3,2024-03-10,2024-03-24,3,Weapon,15.33
299538,174,6,2024-04-01,2024-04-27,6,Weapon,29.0
299541,15,1,2024-03-09,2024-03-09,1,Weapon,15.0
299542,100,1,2024-04-28,2024-04-28,1,Boost,100.0
299543,20,2,2024-03-30,2024-04-03,2,Weapon,10.0
299544,51,4,2024-03-10,2024-03-30,4,Weapon,12.75
299546,701,5,2024-03-03,2024-04-28,5,Boost,140.2
299547,3077,10,2024-03-03,2024-04-13,10,Boost,307.7
299549,57,3,2024-04-09,2024-04-17,3,Weapon,19.0
299550,277,14,2024-03-01,2024-04-02,12,Weapon,19.79
299551,344,2,2024-04-05,2024-04-12,2,Boost,172.0
299554,3332,4,2024-04-03,2024-04-04,2,Weapon,833.0
299555,27,2,2024-03-21,2024-03-23,2,Weapon,13.5
299556,70,3,2024-04-22,2024-04-29,3,Weapon,23.33
299561,5,1,2024-03-15,2024-03-15,1,Weapon,5.0
299562,136,6,2024-03-18,2024-04-09,6,Weapon,22.67
299565,4,1,2024-03-30,2024-03-30,1,Weapon,4.0
299566,43,1,2024-03-27,2024-03-27,1,Weapon,43.0
299567,72,4,2024-04-12,2024-04-15,4,Weapon,18.0
299568,3403,2,2024-03-31,2024-04-01,2,Gear,1701.5
299572,36,1,2024-03-07,2024-03-07,1,Weapon,36.0
299574,74,2,2024-04-03,2024-04-05,2,Weapon,37.0
299575,91,2,2024-04-18,2024-04-20,2,Weapon,45.5
299577,142,5,2024-04-06,2024-04-22,5,Weapon,28.4
299578,81,4,2024-03-31,2024-04-28,4,Weapon,20.25
299579,77,4,2024-03-21,2024-03-31,4,Weapon,19.25
299580,380,8,2024-03-12,2024-04-04,8,Weapon,47.5
299581,208,2,2024-03-30,2024-04-01,2,Boost,104.0
299582,948,3,2024-03-19,2024-03-21,2,Weapon,316.0
299583,32,1,2024-03-01,2024-03-01,1,Weapon,32.0
299587,17,1,2024-03-25,2024-03-25,1,Weapon,17.0
299589,15,1,2024-03-01,2024-03-01,1,Weapon,15.0
299590,61,4,2024-03-29,2024-04-03,4,Weapon,15.25
299592,63,4,2024-04-05,2024-04-11,4,Weapon,15.75
299595,129,3,2024-03-22,2024-03-24,3,Weapon,43.0
299596,70,4,2024-03-04,2024-03-22,4,Weapon,17.5
299597,71,3,2024-04-12,2024-04-22,3,Weapon,23.67
299598,181,6,2024-03-29,2024-04-22,6,Weapon,30.17
299599,99,3,2024-04-17,2024-04-24,3,Weapon,33.0
299600,97,3,2024-03-08,2024-03-15,3,Weapon,32.33
299601,81,1,2024-04-20,2024-04-20,1,Boost,81.0
299602,50,3,2024-03-01,2024-03-06,3,Weapon,16.67
299603,62,3,2024-03-01,2024-03-04,3,Weapon,20.67
299610,99,1,2024-03-17,2024-03-17,1,Boost,99.0
299611,50,3,2024-03-20,2024-03-24,3,Weapon,16.67
299612,79,3,2024-03-06,2024-03-16,3,Weapon,26.33
299614,76,1,2024-03-17,2024-03-17,1,Weapon,76.0
299615,24,1,2024-03-18,2024-03-18,1,Weapon,24.0
299617,9,2,2024-03-07,2024-03-07,1,Boost,4.5
299618,45,1,2024-03-22,2024-03-22,1,Weapon,45.0
299619,90,3,2024-03-29,2024-04-02,3,Weapon,30.0
299621,76,4,2024-03-06,2024-03-11,4,Weapon,19.0
299622,3,1,2024-03-02,2024-03-02,1,Weapon,3.0
299623,22,3,2024-03-25,2024-03-28,3,Weapon,7.33
299625,25593,29,2024-03-05,2024-03-31,20,Weapon,882.52
299626,29,2,2024-03-12,2024-03-17,2,Weapon,14.5
299627,45,3,2024-03-30,2024-04-04,3,Weapon,15.0
299631,451,8,2024-04-04,2024-05-01,8,Weapon,56.38
299632,292,6,2024-04-07,2024-04-30,6,Weapon,48.67
299635,35,3,2024-03-14,2024-04-04,3,Weapon,11.67
299637,900,6,2024-03-01,2024-03-28,6,Boost,150.0
299640,104,6,2024-04-16,2024-04-28,6,Weapon,17.33
299641,47,3,2024-03-04,2024-03-12,3,Weapon,15.67
299645,63,6,2024-03-29,2024-04-11,6,Weapon,10.5
299646,184,5,2024-03-02,2024-03-17,5,Weapon,36.8
299647,50,2,2024-03-21,2024-03-22,2,Weapon,25.0
299649,64,4,2024-03-28,2024-04-13,4,Weapon,16.0
299650,141,5,2024-04-02,2024-04-09,3,Boost,28.2
299653,256,8,2024-03-06,2024-03-16,7,Weapon,32.0
299654,70,3,2024-03-25,2024-03-27,3,Weapon,23.33
299655,55,3,2024-04-20,2024-04-22,2,Weapon,18.33
299656,80,3,2024-04-21,2024-04-28,3,Weapon,26.67
299662,133,6,2024-03-27,2024-04-28,6,Weapon,22.17
299668,85,3,2024-03-26,2024-03-31,3,Weapon,28.33
299670,444,9,2024-03-11,2024-04-29,9,Weapon,49.33
299671,12,1,2024-03-24,2024-03-24,1,Weapon,12.0
299673,253,3,2024-04-19,2024-04-27,3,Boost,84.33
299679,289,11,2024-03-28,2024-04-28,11,Weapon,26.27
299680,127,7,2024-03-18,2024-04-14,7,Weapon,18.14
299681,38,2,2024-03-10,2024-03-16,2,Weapon,19.0
299682,229,7,2024-04-08,2024-04-25,7,Weapon,32.71
299684,25,1,2024-03-11,2024-03-11,1,Weapon,25.0
299685,40,4,2024-04-05,2024-04-10,4,Weapon,10.0
299686,42,2,2024-04-15,2024-04-22,2,Weapon,21.0
299688,17,2,2024-04-14,2024-04-17,2,Weapon,8.5
299690,10,1,2024-03-29,2024-03-29,1,Weapon,10.0
299691,54,3,2024-03-16,2024-03-25,3,Weapon,18.0
299692,40,2,2024-04-06,2024-04-08,2,Weapon,20.0
299693,76,3,2024-03-05,2024-03-07,3,Weapon,25.33
299697,17,2,2024-03-18,2024-03-20,2,Weapon,8.5
299698,93,3,2024-03-05,2024-03-09,3,Weapon,31.0
299699,162,5,2024-04-04,2024-04-25,5,Weapon,32.4
299701,5,1,2024-03-08,2024-03-08,1,Weapon,5.0
299702,30,1,2024-03-17,2024-03-17,1,Weapon,30.0
299703,33,3,2024-03-12,2024-03-14,3,Weapon,11.0
299704,161,6,2024-03-17,2024-04-16,6,Weapon,26.83
299705,145,2,2024-04-06,2024-04-13,2,Boost,72.5
299707,48,5,2024-03-27,2024-04-23,5,Weapon,9.6
299708,73,3,2024-04-18,2024-04-23,3,Weapon,24.33
299709,109,2,2024-04-13,2024-04-14,2,Weapon,54.5
299710,174,6,2024-04-13,2024-04-24,5,Weapon,29.0
299711,22,2,2024-04-03,2024-04-04,2,Weapon,11.0
299716,35,2,2024-03-26,2024-03-27,2,Weapon,17.5
299724,45,4,2024-03-06,2024-03-16,4,Weapon,11.25
299728,49,1,2024-04-18,2024-04-18,1,Boost,49.0
299730,54,3,2024-03-12,2024-03-14,3,Weapon,18.0
299731,3,1,2024-04-13,2024-04-13,1,Weapon,3.0
299733,147,8,2024-03-09,2024-04-11,8,Weapon,18.38
299737,41,2,2024-03-01,2024-03-03,2,Weapon,20.5
299738,44,2,2024-03-25,2024-03-27,2,Weapon,22.0
299739,206,5,2024-03-05,2024-04-27,5,Weapon,41.2
299740,89,5,2024-04-18,2024-04-27,5,Weapon,17.8
299741,10,1,2024-03-03,2024-03-03,1,Weapon,10.0
299744,69,1,2024-03-09,2024-03-09,1,Boost,69.0
299745,60,2,2024-04-07,2024-04-08,2,Weapon,30.0
299747,606,11,2024-03-02,2024-05-01,11,Weapon,55.09
299748,421,5,2024-03-10,2024-03-30,5,Boost,84.2
299749,50,1,2024-03-05,2024-03-05,1,Weapon,50.0
299752,15,1,2024-03-26,2024-03-26,1,Weapon,15.0
299753,264,8,2024-03-28,2024-04-13,8,Weapon,33.0
299755,7,2,2024-04-23,2024-04-24,2,Weapon,3.5
299758,104,2,2024-04-19,2024-05-01,2,Boost,52.0
299759,47,2,2024-04-13,2024-04-18,2,Weapon,23.5
299762,180,4,2024-03-04,2024-03-22,4,Weapon,45.0
299763,39,1,2024-03-08,2024-03-08,1,Weapon,39.0
299764,30,1,2024-04-08,2024-04-08,1,Weapon,30.0
299766,37,2,2024-04-03,2024-04-04,2,Weapon,18.5
299768,84,4,2024-03-25,2024-03-29,4,Weapon,21.0
299772,163,6,2024-04-09,2024-04-26,6,Weapon,27.17
299773,138,4,2024-04-12,2024-05-01,4,Weapon,34.5
299774,211,1,2024-03-02,2024-03-02,1,Weapon,211.0
299775,31,3,2024-03-01,2024-03-22,3,Weapon,10.33
299776,92,5,2024-03-15,2024-04-29,5,Weapon,18.4
299778,50,2,2024-03-09,2024-03-11,2,Weapon,25.0
299779,4,1,2024-03-22,2024-03-22,1,Weapon,4.0
299780,231,11,2024-03-18,2024-04-18,10,Weapon,21.0
299781,15,1,2024-04-03,2024-04-03,1,Weapon,15.0
299782,138,6,2024-03-18,2024-03-25,6,Weapon,23.0
299786,848,6,2024-03-16,2024-04-27,6,Boost,141.33
299788,104,3,2024-04-14,2024-04-17,3,Weapon,34.67
299789,57,4,2024-03-24,2024-03-29,4,Weapon,14.25
299792,94,5,2024-03-03,2024-03-22,5,Weapon,18.8
299793,48,2,2024-03-01,2024-03-02,2,Weapon,24.0
299795,10,1,2024-04-05,2024-04-05,1,Weapon,10.0
299796,49,1,2024-04-11,2024-04-11,1,Weapon,49.0
299801,39,3,2024-04-15,2024-04-17,3,Weapon,13.0
299802,5,1,2024-03-30,2024-03-30,1,Weapon,5.0
299803,62,4,2024-04-09,2024-04-29,4,Weapon,15.5
299806,1038,3,2024-04-14,2024-04-27,3,Gear,346.0
299807,43,3,2024-04-15,2024-04-18,3,Weapon,14.33
299808,237,5,2024-03-28,2024-04-12,5,Weapon,47.4
299811,43,5,2024-03-07,2024-03-20,5,Weapon,8.6
299813,80,3,2024-03-31,2024-04-11,3,Weapon,26.67
299814,125,3,2024-04-10,2024-04-15,3,Weapon,41.67
299815,11,2,2024-03-04,2024-03-10,2,Boost,5.5
299817,28,2,2024-04-08,2024-04-08,1,Boost,14.0
299821,347,2,2024-03-16,2024-04-13,2,Boost,173.5
299822,34,2,2024-03-05,2024-03-14,2,Weapon,17.0
299824,46,3,2024-04-13,2024-04-15,3,Weapon,15.33
299825,48,4,2024-03-02,2024-03-17,4,Boost,12.0
299826,341,9,2024-04-11,2024-04-27,9,Weapon,37.89
